"","Name","ID","Lat","Lon","Stn.Name","Stn.stDate","Stn.edDate"
"90","Aiken","USC00380072",33.55,-81.6969,"Aiken 5 SE","1893-01-01","2008-11-01"
"91","Aiken","USC00380072",33.55,-81.6969,"Aiken 2 E","2008-11-02","2020-12-31"
"92","GreenvilleSpartanburg","USW00013886",34.8461,-82.3461,"GREENVILLE DOWNTOWN","1885-01-01","1962-10-14"
"93","GreenvilleSpartanburg","USW00013886",34.8461,-82.3461,"GREER GREENVL-SPARTANBRG AP","1962-10-15","2020-12-31"
"94","ColumbiaSC","USW00013883",33.9486,-81.1186,"COLUMBIA CITY SC","1888-01-01","1947-12-31"
"95","ColumbiaSC","USW00013883",33.9486,-81.1186,"COLUMBIA METRO ARPT","1948-01-01","2020-12-31"
"96","Williamsport","USW00014778",41.2433,-76.9217,"WILLIAMSPORT","1896-01-01","1944-12-31"
"97","Williamsport","USW00014778",41.2433,-76.9217,"WILLIAMSPORT LYCOMING COUNTY A","1945-01-01","2020-12-31"
"98","Pittsburgh","USW00094823",40.4847,-80.2144,"PITTSBURGH CITY","1871-01-01","1935-06-30"
"99","Pittsburgh","USW00094823",40.4847,-80.2144,"ALLEGHENY COUNTY AP","1935-07-01","1952-09-14"
"100","Pittsburgh","USW00094823",40.4847,-80.2144,"PITTSBURGH INTERNATIONAL AP","1952-09-15","2020-12-31"
