"","Name","ID","Lat","Lon","Stn.Name","Stn.stDate","Stn.edDate"
"321","Rockford","USW00094822",42.1928,-89.0931,"ROCKFORD","1893-01-01","1947-12-31"
"322","Rockford","USW00094822",42.1928,-89.0931,"ROCKFORD GREATER ROCKFORD AP","1951-01-01","2020-12-31"
"323","Peoria","USW00014842",40.6675,-89.6839,"PEORIA","1883-01-01","1905-01-31"
"324","Peoria","USW00014842",40.6675,-89.6839,"PEORIA WBO","1905-02-01","1943-05-03"
"325","Peoria","USW00014842",40.6675,-89.6839,"PEORIA GREATER PEORIA AP","1943-05-04","2020-12-31"
"326","Moline","USW00014923",41.4653,-90.5233,"DAVENPORT WBO CITY","1872-01-01","1931-12-31"
"327","Moline","USW00014923",41.4653,-90.5233,"MOLINE QUAD CITY INTL AP","1932-01-01","1935-08-31"
"328","Moline","USW00014923",41.4653,-90.5233,"DAVENPORT WBO CITY","1935-09-01","1936-08-06"
"329","Moline","USW00014923",41.4653,-90.5233,"MOLINE QUAD CITY INTL AP","1936-08-07","1936-12-13"
"330","Moline","USW00014923",41.4653,-90.5233,"DAVENPORT WBO CITY","1936-12-14","1937-02-17"
"331","Moline","USW00014923",41.4653,-90.5233,"MOLINE QUAD CITY INTL AP","1937-02-18","2020-12-31"
"332","Chicago","USW00094846",41.995,-87.9336,"CHICAGO","1871-01-01","1925-12-01"
"333","Chicago","USW00094846",41.995,-87.9336,"CHICAGO UNIVERSITY","1926-01-01","1942-06-30"
"334","Chicago","USW00094846",41.995,-87.9336,"CHICAGO MIDWAY AP","1942-07-01","1980-01-16"
"335","Chicago","USW00094846",41.995,-87.9336,"CHICAGO OHARE INTL AP","1980-01-17","2020-12-31"
"336","Lewiston","USW00024149",46.3747,-117.0156,"LEWISTON","1882-01-01","1947-12-31"
"337","Lewiston","USW00024149",46.3747,-117.0156,"LEWISTON NEZ PERCE CNTY AP","1948-01-01","2020-12-31"
"338","Boise","USW00024131",43.5667,-116.2406,"BOISE CITY","1875-01-01","1939-12-31"
"339","Boise","USW00024131",43.5667,-116.2406,"BOISE AIR TERMINAL","1940-01-01","2020-12-31"
"340","Savannah","USW00003822",32.13,-81.21,"SAVANNAH CITY","1871-01-01","1945-04-30"
"341","Savannah","USW00003822",32.13,-81.21,"SAVANNAH HUNTER FIELD","1945-05-01","1950-09-30"
"342","Savannah","USW00003822",32.13,-81.21,"SAVANNAH INTL AP","1950-10-01","2020-12-31"
"343","Macon","USW00003813",32.6847,-83.6528,"MACON","1893-01-01","1899-04-07"
"344","Macon","USW00003813",32.6847,-83.6528,"MACON WB CITY","1899-04-08","1948-11-30"
"345","Macon","USW00003813",32.6847,-83.6528,"MACON MIDDLE GA REGIONAL AP","1948-12-01","2020-12-31"
"346","ColumbusGA","USW00093842",32.5161,-84.9422,"COLUMBUS GA","1892-01-01","1947-12-31"
"347","ColumbusGA","USW00093842",32.5161,-84.9422,"COLUMBUS METROPOLITAN ARPT","1948-01-01","2020-12-31"
"348","Augusta","USW00003820",33.3644,-81.9633,"AUGUSTA CITY","1872-01-01","1944-03-31"
"349","Augusta","USW00003820",33.3644,-81.9633,"AUGUSTA DANIEL FIELD","1944-04-01","1950-06-30"
"350","Augusta","USW00003820",33.3644,-81.9633,"AUGUSTA BUSH FIELD","1950-07-01","2020-12-31"
